Precinct ID,Precinct Code,Precinct Name,Polling Location,Location Description,Address,City,Zip,County,Polling Location Contact Info,Authenticating Authority,Date Authenticated*,Muni,PollingPlaceAddress
414039,00965675001,BROWN - VILLAGE OF PULASKI - WARD 001,PULASKI MUNICIPAL BUILDING,7:00 AM - 8:00 PM,585 E GLENBROOK DR,PULASKI,54162,BROWN,NA,State Election Official,8-11-2020,PULASKI,"585 E GLENBROOK DR, PULASKI, WI 54162-9769"
417132,00965675002,BROWN - VILLAGE OF PULASKI - WARD 002,PULASKI MUNICIPAL BUILDING,7:00 AM - 8:00 PM,585 E GLENBROOK DR,PULASKI,54162,BROWN,NA,State Election Official,8-11-2020,PULASKI,"585 E GLENBROOK DR, PULASKI, WI 54162-9769"
416389,00965675003,BROWN - VILLAGE OF PULASKI - WARD 003,PULASKI MUNICIPAL BUILDING,7:00 AM - 8:00 PM,585 E GLENBROOK DR,PULASKI,54162,BROWN,NA,State Election Official,8-11-2020,PULASKI,"585 E GLENBROOK DR, PULASKI, WI 54162-9769"
415371,00965675006,BROWN - VILLAGE OF PULASKI - WARD 006,PULASKI MUNICIPAL BUILDING,7:00 AM - 8:00 PM,585 E GLENBROOK DR,PULASKI,54162,BROWN,NA,State Election Official,8-11-2020,PULASKI,"585 E GLENBROOK DR, PULASKI, WI 54162-9769"
414368,00977950001,BROWN - VILLAGE OF SUAMICO - WARD 001,SUAMICO MUNICIPAL SERVICES CENTER,7:00 AM - 8:00 PM,12781 VELP AVE,SUAMICO,54313,BROWN,920-434-2212,State Election Official,8-11-2020,SUAMICO,"12781 VELP AVE, SUAMICO, WI 54313-8030"
414850,00977950002,BROWN - VILLAGE OF SUAMICO - WARD 002,SUAMICO MUNICIPAL SERVICES CENTER,7:00 AM - 8:00 PM,12781 VELP AVE,SUAMICO,54313,BROWN,920-434-2212,State Election Official,8-11-2020,SUAMICO,"12781 VELP AVE, SUAMICO, WI 54313-8030"
413940,00977950003,BROWN - VILLAGE OF SUAMICO - WARD 003,SUAMICO MUNICIPAL SERVICES CENTER,7:00 AM - 8:00 PM,12781 VELP AVE,SUAMICO,54313,BROWN,920-434-2212,State Election Official,8-11-2020,SUAMICO,"12781 VELP AVE, SUAMICO, WI 54313-8030"
413698,00977950004,BROWN - VILLAGE OF SUAMICO - WARD 004,SUAMICO MUNICIPAL SERVICES CENTER,7:00 AM - 8:00 PM,12781 VELP AVE,SUAMICO,54313,BROWN,920-434-2212,State Election Official,8-11-2020,SUAMICO,"12781 VELP AVE, SUAMICO, WI 54313-8030"
413722,00977950005,BROWN - VILLAGE OF SUAMICO - WARD 005,SUAMICO MUNICIPAL SERVICES CENTER,7:00 AM - 8:00 PM,12781 VELP AVE,SUAMICO,54313,BROWN,920-434-2212,State Election Official,8-11-2020,SUAMICO,"12781 VELP AVE, SUAMICO, WI 54313-8030"
413806,00977950006,BROWN - VILLAGE OF SUAMICO - WARD 006,SUAMICO MUNICIPAL SERVICES CENTER,7:00 AM - 8:00 PM,12781 VELP AVE,SUAMICO,54313,BROWN,920-434-2212,State Election Official,8-11-2020,SUAMICO,"12781 VELP AVE, SUAMICO, WI 54313-8030"
413454,00977950007,BROWN - VILLAGE OF SUAMICO - WARD 007,SUAMICO MUNICIPAL SERVICES CENTER,7:00 AM - 8:00 PM,12781 VELP AVE,SUAMICO,54313,BROWN,920-434-2212,State Election Official,8-11-2020,SUAMICO,"12781 VELP AVE, SUAMICO, WI 54313-8030"
414210,00977950008,BROWN - VILLAGE OF SUAMICO - WARD 008,SUAMICO MUNICIPAL SERVICES CENTER,7:00 AM - 8:00 PM,12781 VELP AVE,SUAMICO,54313,BROWN,920-434-2212,State Election Official,8-11-2020,SUAMICO,"12781 VELP AVE, SUAMICO, WI 54313-8030"
414610,00989150001,BROWN - VILLAGE OF WRIGHTSTOWN - WARD 001,WRIGHTSTOWN VILLAGE HALL,7:00 AM - 8:00 PM,352 HIGH ST,WRIGHTSTOWN,54180,BROWN,920-532-5567,State Election Official,8-11-2020,WRIGHTSTOWN,"352 HIGH ST, WRIGHTSTOWN, WI 54180-1130"
413854,00989150002,BROWN - VILLAGE OF WRIGHTSTOWN - WARD 002,WRIGHTSTOWN VILLAGE HALL,7:00 AM - 8:00 PM,352 HIGH ST,WRIGHTSTOWN,54180,BROWN,920-532-5567,State Election Official,8-11-2020,WRIGHTSTOWN,"352 HIGH ST, WRIGHTSTOWN, WI 54180-1130"
1578864,00989150003,BROWN - VILLAGE OF WRIGHTSTOWN - WARD 003,WRIGHTSTOWN VILLAGE HALL,7:00 AM - 8:00 PM,352 HIGH ST,WRIGHTSTOWN,54180,BROWN,920-532-5567,State Election Official,8-11-2020,WRIGHTSTOWN,"352 HIGH ST, WRIGHTSTOWN, WI 54180-1130"
417075,01101225001,BUFFALO - CITY OF ALMA - WARD 001,ALMA CITY HALL,7:00 AM - 8:00 PM,314 N MAIN ST,ALMA,54610,BUFFALO,608-685-3330,State Election Official,8-11-2020,ALMA,"314 N MAIN ST, ALMA, WI 54610-7713"
417292,01101225002,BUFFALO - CITY OF ALMA - WARD 002,ALMA CITY HALL,7:00 AM - 8:00 PM,314 N MAIN ST,ALMA,54610,BUFFALO,608-685-3330,State Election Official,8-11-2020,ALMA,"314 N MAIN ST, ALMA, WI 54610-7713"
413833,01111062001,BUFFALO - CITY OF BUFFALO CITY - WARD 001,BUFFALO MUNICIPAL BUILDING,7:00 AM - 8:00 PM,245 E 10TH ST,BUFFALO CITY,54622,BUFFALO,608-248-2262,State Election Official,8-11-2020,BUFFALO CITY,"245 E 10TH ST, BUFFALO CITY, WI 54622-7324"
416043,01126850001,BUFFALO - CITY OF FOUNTAIN CITY - WARD 001,FOUNTAIN CITY AUDITORIUM,7:00 AM - 8:00 PM,42 N MAIN ST,FOUNTAIN CITY,54629,BUFFALO,608-687-7481,State Election Official,8-11-2020,FOUNTAIN CITY,"42 N MAIN ST, FOUNTAIN CITY, WI 54629-8705"
418104,01126850002,BUFFALO - CITY OF FOUNTAIN CITY - WARD 002,FOUNTAIN CITY AUDITORIUM,7:00 AM - 8:00 PM,42 N MAIN ST,FOUNTAIN CITY,54629,BUFFALO,608-687-7481,State Election Official,8-11-2020,FOUNTAIN CITY,"42 N MAIN ST, FOUNTAIN CITY, WI 54629-8705"
414265,01153600001,BUFFALO - CITY OF MONDOVI - WARD 001,ROGER MARTEN COMMUNITY CENTER,7:00 AM - 8:00 PM,120 S FRANKLIN ST,MONDOVI,54755,BUFFALO,715-926-3866,State Election Official,8-11-2020,MONDOVI,"120 S FRANKLIN ST, MONDOVI, WI 54755"
416302,01153600002,BUFFALO - CITY OF MONDOVI - WARD 002,ROGER MARTEN COMMUNITY CENTER,7:00 AM - 8:00 PM,120 S FRANKLIN ST,MONDOVI,54755,BUFFALO,715-926-3866,State Election Official,8-11-2020,MONDOVI,"120 S FRANKLIN ST, MONDOVI, WI 54755"
414937,01153600003,BUFFALO - CITY OF MONDOVI - WARD 003,ROGER MARTEN COMMUNITY CENTER,7:00 AM - 8:00 PM,120 S FRANKLIN ST,MONDOVI,54755,BUFFALO,715-926-3866,State Election Official,8-11-2020,MONDOVI,"120 S FRANKLIN ST, MONDOVI, WI 54755"
417478,01101250001,BUFFALO - TOWN OF ALMA - WARD 001,ALMA TOWN HALL,7:00 AM - 8:00 PM,S1445 COUNTY ROAD F,ALMA,54610,BUFFALO,(608) 685-3843,State Election Official,8-11-2020,ALMA,"S1445 COUNTY ROAD F, ALMA, WI 54610-8317"
416908,01106675001,BUFFALO - TOWN OF BELVIDERE - WARD 001,COCHRANE VFW POST 10406,7:00 AM - 8:00 PM,100 MICHAELS ST,COCHRANE,54622,BUFFALO,608-685-3771,State Election Official,8-11-2020,BELVIDERE,"100 MICHAELS ST, COCHRANE, WI 54622"
415107,01111025001,BUFFALO - TOWN OF BUFFALO - WARD 001,BUFFALO COMMUNITY PARK,7:00 AM - 8:00 PM,W387 STATE ROAD 35/54,FOUNTAIN CITY,54629,BUFFALO,608-687-7591,State Election Official,8-11-2020,BUFFALO,"W387 STATE ROAD 35/54, FOUNTAIN CITY, WI 54629"
417946,01112500001,BUFFALO - TOWN OF CANTON - WARD 001,CANTON TOWN HALL,7:00 AM - 8:00 PM,S290 COUNTY ROAD J,NELSON,54756,BUFFALO,000-000-0000,State Election Official,8-11-2020,CANTON,"S290 COUNTY ROAD J, NELSON, WI 54756"
417497,01117737001,BUFFALO - TOWN OF CROSS - WARD 001,CROSS TOWN HALL,7:00 AM - 8:00 PM,W614 BUEHLER VALLEY RD,FOUNTAIN CITY,54629,BUFFALO,(608) 687-3228,State Election Official,8-11-2020,CROSS,"W614 BUEHLER VALLEY RD, FOUNTAIN CITY, WI 54629-7603"
417362,01120575001,BUFFALO - TOWN OF DOVER - WARD 001,DOVER TOWN HALL,7:00 AM - 8:00 PM,W248 STATE ROAD 121,MONDOVI,54755,BUFFALO,(715) 946-3506,State Election Official,8-11-2020,DOVER,"W248 STATE ROAD 121, MONDOVI, WI 54755"
417028,01129225001,BUFFALO - TOWN OF GILMANTON - WARD 001,GILMANTON TOWN HALL,7:00 AM - 8:00 PM,W736 COUNTY ROAD B,MONDOVI,54755,BUFFALO,(715) 946-3620,State Election Official,8-11-2020,GILMANTON,"W736 COUNTY ROAD B, MONDOVI, WI 54755-8004"
417199,01129375001,BUFFALO - TOWN OF GLENCOE - WARD 001,GLENCOE TOWN HALL,7:00 AM - 8:00 PM,W104 STATE ROAD 95,ARCADIA,54612,BUFFALO,(608) 323-7405,State Election Official,8-11-2020,GLENCOE,"W104 STATE ROAD 95, ARCADIA, WI 54612"
418155,01144300001,BUFFALO - TOWN OF LINCOLN - WARD 001,LINCOLN TOWN HALL,7:00 AM - 8:00 PM,S1491 STATE ROAD 88,ALMA,54610,BUFFALO,608-685-4841,State Election Official,8-11-2020,LINCOLN,"S1491 STATE ROAD 88, ALMA, WI 54610"
417838,01150075001,BUFFALO - TOWN OF MAXVILLE - WARD 001,MAXVILLE TOWN HALL,7:00 AM - 8:00 PM,S451 STATE ROAD 25,DURAND,54736,BUFFALO,715-672-5524,State Election Official,8-11-2020,MAXVILLE,"S451 STATE ROAD 25, DURAND, WI 54736-8021"
416457,01152175001,BUFFALO - TOWN OF MILTON - WARD 001,MILTON TOWN HALL,7:00 AM - 8:00 PM,S2794 STATE ROAD 88,FOUNTAIN CITY,54629,BUFFALO,608-687-4800,State Election Official,8-11-2020,MILTON,"S2794 STATE ROAD 88, FOUNTAIN CITY, WI 54629"
417699,01153450001,BUFFALO - TOWN OF MODENA - WARD 001,MODENA TOWN HALL,7:00 AM - 8:00 PM,S946 COUNTY ROAD J,MONDOVI,54755,BUFFALO,715-673-4958,State Election Official,8-11-2020,MODENA,"S946 COUNTY ROAD J, MONDOVI, WI 54755"
416976,01153625001,BUFFALO - TOWN OF MONDOVI - WARD 001,MONDOVI CITY HALL - CHAMBERS,7:00 AM - 8:00 PM,156 S FRANKLIN ST,MONDOVI,54755,BUFFALO,715-926-3866,State Election Official,8-11-2020,MONDOVI,"156 S FRANKLIN ST, MONDOVI, WI 54755-1514"
417936,01153850001,BUFFALO - TOWN OF MONTANA - WARD 001,MONTANA TOWN HALL,7:00 AM - 8:00 PM,S1601 COUNTY ROAD U,INDEPENDENCE,54747,BUFFALO,608-323-3767,State Election Official,8-11-2020,MONTANA,"S1601 COUNTY ROAD U, INDEPENDENCE, WI 54747"
415951,01155450001,BUFFALO - TOWN OF NAPLES - WARD 001,NAPLES TOWN HALL,7:00 AM - 8:00 PM,S283 COUNTY ROAD BB,MONDOVI,54755,BUFFALO,(715) 926-4692,State Election Official,8-11-2020,NAPLES,"S283 COUNTY ROAD BB, MONDOVI, WI 54755"
416349,01155975001,BUFFALO - TOWN OF NELSON - WARD 001,NELSON TOWN HALL,7:00 AM - 8:00 PM,W2164 COUNTY ROAD D,NELSON,54756,BUFFALO,715-673-4946,State Election Official,8-11-2020,NELSON,"W2164 COUNTY ROAD D, NELSON, WI 54756-8321"
416837,01184325001,BUFFALO - TOWN OF WAUMANDEE - WARD 001,WAUMANDEE FIRE STATION,7:00 AM - 8:00 PM,S2004 COUNTY ROAD U,WAUMANDEE,54622,BUFFALO,608-626-3031,State Election Official,8-11-2020,WAUMANDEE,"S2004 COUNTY ROAD U, WAUMANDEE, WI 54622"
417161,01116025001,BUFFALO - VILLAGE OF COCHRANE - WARD 001,COCHRANE VILLAGE HALL,7:00 AM - 8:00 PM,102 E 5TH ST,COCHRANE,54622,BUFFALO,608-248-2737,State Election Official,8-11-2020,COCHRANE,"102 E 5TH ST, COCHRANE, WI 54622"
417625,01155950001,BUFFALO - VILLAGE OF NELSON - WARD 001,NELSON VILLAGE HALL,7:00 AM - 8:00 PM,N104 N MAIN ST,NELSON,54756,BUFFALO,715-673-4748,State Election Official,8-11-2020,NELSON,"N104 N MAIN ST, NELSON, WI 54756"
417359,01301900001,BURNETT - TOWN OF ANDERSON - WARD 001,ANDERSON TOWN HALL,7:00 AM - 8:00 PM,13808 ANDERSON RD,GRANTSBURG,54840,BURNETT,715-488-2911,State Election Official,8-11-2020,ANDERSON,"13808 ANDERSON RD, GRANTSBURG, WI 54840"
418183,01308025001,BURNETT - TOWN OF BLAINE - WARD 001,NORTHLAND COMMUNITY CENTER,7:00 AM - 8:00 PM,1232 E SCHOOL RD,DANBURY,54830,BURNETT,715-244-3910,State Election Official,8-11-2020,BLAINE,"1232 E SCHOOL RD, DANBURY, WI 54830-9014"
415381,01318750001,BURNETT - TOWN OF DANIELS - WARD 001,DANIELS TOWN HALL,7:00 AM - 8:00 PM,9697 DANIELS 70,SIREN,54872,BURNETT,715-689-2360,State Election Official,8-11-2020,DANIELS,"9697 DANIELS 70, SIREN, WI 54872"
416465,01319925001,BURNETT - TOWN OF DEWEY - WARD 001,DEWEY TOWN HALL,7:00 AM - 8:00 PM,24433 TOWN HALL RD,HERTEL,54845,BURNETT,715-468-7669,State Election Official,8-11-2020,DEWEY,"24433 TOWN HALL RD, HERTEL, WI 54845"
417780,01330475001,BURNETT - TOWN OF GRANTSBURG - WARD 001,TOWN OF GRANTSBURG HALL/OFFICE,7:00 AM - 8:00 PM,216 S OAK ST,GRANTSBURG,54840,BURNETT,715-463-5600,State Election Official,8-11-2020,GRANTSBURG,"216 S OAK ST, GRANTSBURG, WI 54840"
418188,01330475002,BURNETT - TOWN OF GRANTSBURG - WARD 002,TOWN OF GRANTSBURG HALL/OFFICE,7:00 AM - 8:00 PM,216 S OAK ST,GRANTSBURG,54840,BURNETT,715-463-5600,State Election Official,8-11-2020,GRANTSBURG,"216 S OAK ST, GRANTSBURG, WI 54840"
416872,01330475003,BURNETT - TOWN OF GRANTSBURG - WARD 003,TOWN OF GRANTSBURG HALL/OFFICE,7:00 AM - 8:00 PM,216 S OAK ST,GRANTSBURG,54840,BURNETT,715-463-5600,State Election Official,8-11-2020,GRANTSBURG,"216 S OAK ST, GRANTSBURG, WI 54840"
414367,01337650001,BURNETT - TOWN OF JACKSON - WARD 001,JACKSON TOWN HALL,7:00 AM - 8:00 PM,4599 COUNTY ROAD A,WEBSTER,54893,BURNETT,715-866-8404,State Election Official,8-11-2020,JACKSON,"4599 COUNTY ROAD A, WEBSTER, WI 54893-8874"
417043,01340975001,BURNETT - TOWN OF LA FOLLETTE - WARD 001,LAFOLLETTE TOWN HALL,7:00 AM - 8:00 PM,24184 MALONE RD,WEBSTER,54893,BURNETT,715-349-2531,State Election Official,8-11-2020,LA FOLLETTE,"24184 MALONE RD, WEBSTER, WI 54893-9203"
418606,01340975002,BURNETT - TOWN OF LA FOLLETTE - WARD 002,LAFOLLETTE TOWN HALL,7:00 AM - 8:00 PM,24184 MALONE RD,WEBSTER,54893,BURNETT,715-349-2531,State Election Official,8-11-2020,LA FOLLETTE,"24184 MALONE RD, WEBSTER, WI 54893-9203"
417636,01344325001,BURNETT - TOWN OF LINCOLN - WARD 001,LINCOLN TOWN HALL,7:00 AM - 8:00 PM,9110 PERIDA RD,WEBSTER,54893,BURNETT,715-866-7082,State Election Official,8-11-2020,LINCOLN,"9110 PERIDA RD, WEBSTER, WI 54893"
415886,01350650001,BURNETT - TOWN OF MEENON - WARD 001,MEENON TOWN HALL,7:00 AM - 8:00 PM,7396 KRUGER RD,WEBSTER,54893,BURNETT,715-866-4893,State Election Official,8-11-2020,MEENON,"7396 KRUGER RD, WEBSTER, WI 54893-8651"
417801,01350650002,BURNETT - TOWN OF MEENON - WARD 002,MEENON TOWN HALL,7:00 AM - 8:00 PM,7396 KRUGER RD,WEBSTER,54893,BURNETT,715-866-4893,State Election Official,8-11-2020,MEENON,"7396 KRUGER RD, WEBSTER, WI 54893-8651"
418644,01350650003,BURNETT - TOWN OF MEENON - WARD 003,MEENON TOWN HALL,7:00 AM - 8:00 PM,7396 KRUGER RD,WEBSTER,54893,BURNETT,715-866-4893,State Election Official,8-11-2020,MEENON,"7396 KRUGER RD, WEBSTER, WI 54893-8651"
416089,01359075001,BURNETT - TOWN OF OAKLAND - WARD 001,OAKLAND TOWN HALL,7:00 AM - 8:00 PM,27826 LONE PINE RD,WEBSTER,54893,BURNETT,715-866-8213,State Election Official,8-11-2020,OAKLAND,"27826 LONE PINE RD, WEBSTER, WI 54893"
417485,01359075002,BURNETT - TOWN OF OAKLAND - WARD 002,OAKLAND TOWN HALL,7:00 AM - 8:00 PM,27826 LONE PINE RD,WEBSTER,54893,BURNETT,715-866-8213,State Election Official,8-11-2020,OAKLAND,"27826 LONE PINE RD, WEBSTER, WI 54893"
418164,01369325001,BURNETT - TOWN OF ROOSEVELT - WARD 001,TIMBERLAND LUTHERN CHURCH,7:00 AM - 8:00 PM,20805 COUNTY ROAD H,BARRONETT,54813,BURNETT,715-468-4403,State Election Official,8-11-2020,ROOSEVELT,"20805 COUNTY ROAD H, BARRONETT, WI 54813-9508"
418683,01370225001,BURNETT - TOWN OF RUSK - WARD 001,RUSK TOWN HALL,7:00 AM - 8:00 PM,25195 COUNTY ROAD H,SPOONER,54801,BURNETT,715-468-7699,State Election Official,8-11-2020,RUSK,"25195 COUNTY ROAD H, SPOONER, WI 54801"
416494,01371450001,BURNETT - TOWN OF SAND LAKE - WARD 001,SAND LAKE TOWN HALL,7:00 AM - 8:00 PM,5364 COUNTY ROAD X,WEBSTER,54893,BURNETT,715-866-4398,State Election Official,8-11-2020,SAND LAKE,"5364 COUNTY ROAD X, WEBSTER, WI 54893"
417072,01372225001,BURNETT - TOWN OF SCOTT - WARD 001,SCOTT TOWN HALL,7:00 AM - 8:00 PM,28390 COUNTY ROAD H,SPOONER,54801,BURNETT,715-635-2308,State Election Official,8-11-2020,SCOTT,"28390 COUNTY ROAD H, SPOONER, WI 54801-8961"
418068,01372225002,BURNETT - TOWN OF SCOTT - WARD 002,SCOTT TOWN HALL,7:00 AM - 8:00 PM,28390 COUNTY ROAD H,SPOONER,54801,BURNETT,715-635-2308,State Election Official,8-11-2020,SCOTT,"28390 COUNTY ROAD H, SPOONER, WI 54801-8961"
416758,01374200001,BURNETT - TOWN OF SIREN - WARD 001,SIREN T0WN SHOP,7:00 AM - 8:00 PM,7240 S LONG LAKE RD,SIREN,54872,BURNETT,715-349-7677,State Election Official,8-11-2020,SIREN,"7240 S LONG LAKE RD, SIREN, WI 54872"
417422,01374200002,BURNETT - TOWN OF SIREN - WARD 002,SIREN T0WN SHOP,7:00 AM - 8:00 PM,7240 S LONG LAKE RD,SIREN,54872,BURNETT,715-349-7677,State Election Official,8-11-2020,SIREN,"7240 S LONG LAKE RD, SIREN, WI 54872"
415191,01378775001,BURNETT - TOWN OF SWISS - WARD 001,SWISS TOWN HALL,7:00 AM - 8:00 PM,7551 MAIN ST,DANBURY,54830,BURNETT,715-656-30,State Election Official,8-11-2020,SWISS,"7551 MAIN ST, DANBURY, WI 54830-4405"
418611,01378775002,BURNETT - TOWN OF SWISS - WARD 002,SWISS TOWN HALL,7:00 AM - 8:00 PM,7551 MAIN ST,DANBURY,54830,BURNETT,715-656-30,State Election Official,8-11-2020,SWISS,"7551 MAIN ST, DANBURY, WI 54830-4405"
415043,01380375001,BURNETT - TOWN OF TRADE LAKE - WARD 001,TRADE LAKE TOWN HALL,7:00 AM - 8:00 PM,11810 TOWN HALL RD,FREDERIC,54837,BURNETT,715-488-2600,State Election Official,8-11-2020,TRADE LAKE,"11810 TOWN HALL RD, FREDERIC, WI 54837-9649"
418422,01380375002,BURNETT - TOWN OF TRADE LAKE - WARD 002,TRADE LAKE TOWN HALL,7:00 AM - 8:00 PM,11810 TOWN HALL RD,FREDERIC,54837,BURNETT,715-488-2600,State Election Official,8-11-2020,TRADE LAKE,"11810 TOWN HALL RD, FREDERIC, WI 54837-9649"
417446,01381500001,BURNETT - TOWN OF UNION - WARD 001,UNION TOWN HALL,7:00 AM - 8:00 PM,9015 COUNTY ROAD F,DANBURY,54830,BURNETT,715-866-7182,State Election Official,8-11-2020,UNION,"9015 COUNTY ROAD F, DANBURY, WI 54830-9121"
416993,01384975001,BURNETT - TOWN OF WEBB LAKE - WARD 001,WEBB LAKE TOWN HALL,7:00 AM - 8:00 PM,31000 NAMEKAGON TRL,WEBB LAKE,54830,BURNETT,715-259-7947,State Election Official,8-11-2020,WEBB LAKE,"31000 NAMEKAGON TRL, WEBB LAKE, WI 54830-8915"
418243,01385850001,BURNETT - TOWN OF WEST MARSHLAND - WARD 001,WEST MARSHLAND TOWN HALL,7:00 AM - 8:00 PM,12259 COUNTY ROAD F,GRANTSBURG,54840,BURNETT,000-000-0000,State Election Official,8-11-2020,WEST MARSHLAND,"12259 COUNTY ROAD F, GRANTSBURG, WI 54840-7320"
418495,01385850002,BURNETT - TOWN OF WEST MARSHLAND - WARD 002,WEST MARSHLAND TOWN HALL,7:00 AM - 8:00 PM,12259 COUNTY ROAD F,GRANTSBURG,54840,BURNETT,000-000-0000,State Election Official,8-11-2020,WEST MARSHLAND,"12259 COUNTY ROAD F, GRANTSBURG, WI 54840-7320"
417750,01388900001,BURNETT - TOWN OF WOOD RIVER - WARD 001,CALVERY COVENANT CHURCH,7:00 AM - 8:00 PM,11530 STATE ROAD 70,GRANTSBURG,54840,BURNETT,715-689-2318,State Election Official,8-11-2020,WOOD RIVER,"11530 STATE ROAD 70, GRANTSBURG, WI 54840"
415510,01388900002,BURNETT - TOWN OF WOOD RIVER - WARD 002,CALVERY COVENANT CHURCH,7:00 AM - 8:00 PM,11530 STATE ROAD 70,GRANTSBURG,54840,BURNETT,715-689-2318,State Election Official,8-11-2020,WOOD RIVER,"11530 STATE ROAD 70, GRANTSBURG, WI 54840"
1578870,01388900003,BURNETT - TOWN OF WOOD RIVER - WARD 003,CALVERY COVENANT CHURCH,7:00 AM - 8:00 PM,11530 STATE ROAD 70,GRANTSBURG,54840,BURNETT,715-689-2318,State Election Official,8-11-2020,WOOD RIVER,"11530 STATE ROAD 70, GRANTSBURG, WI 54840"
415987,01330450001,BURNETT - VILLAGE OF GRANTSBURG - WARD 001,GRANTSBURG VILLAGE HALL,7:00 AM - 8:00 PM,316 S BRAD ST,GRANTSBURG,54840,BURNETT,715-463-2405,State Election Official,8-11-2020,GRANTSBURG,"316 S BRAD ST, GRANTSBURG, WI 54840-7944"
415689,01330450002,BURNETT - VILLAGE OF GRANTSBURG - WARD 002,GRANTSBURG VILLAGE HALL,7:00 AM - 8:00 PM,316 S BRAD ST,GRANTSBURG,54840,BURNETT,715-463-2405,State Election Official,8-11-2020,GRANTSBURG,"316 S BRAD ST, GRANTSBURG, WI 54840-7944"
1578868,01330450003,BURNETT - VILLAGE OF GRANTSBURG - WARD 003,GRANTSBURG VILLAGE HALL,7:00 AM - 8:00 PM,316 S BRAD ST,GRANTSBURG,54840,BURNETT,715-463-2405,State Election Official,8-11-2020,GRANTSBURG,"316 S BRAD ST, GRANTSBURG, WI 54840-7944"
415597,01374175001,BURNETT - VILLAGE OF SIREN - WARD 001,SIREN VILLAGE HALL,7:00 AM - 8:00 PM,24049 1ST AVE,SIREN,54872,BURNETT,715-349-2273,State Election Official,8-11-2020,SIREN,"24049 1ST AVE, SIREN, WI 54872"
418393,01374175002,BURNETT - VILLAGE OF SIREN - WARD 002,SIREN VILLAGE HALL,7:00 AM - 8:00 PM,24049 1ST AVE,SIREN,54872,BURNETT,715-349-2273,State Election Official,8-11-2020,SIREN,"24049 1ST AVE, SIREN, WI 54872"
415876,01385025001,BURNETT - VILLAGE OF WEBSTER - WARD 001,WEBSTER COMMUNITY CENTER,7:00 AM - 8:00 PM,7421 MAIN ST W,WEBSTER,54893,BURNETT,715-866-4211,State Election Official,8-11-2020,WEBSTER,"7421 MAIN ST W, WEBSTER, WI 54893-8207"
1578869,01385025002,BURNETT - VILLAGE OF WEBSTER - WARD 002,WEBSTER COMMUNITY CENTER,7:00 AM - 8:00 PM,7421 MAIN ST W,WEBSTER,54893,BURNETT,715-866-4211,State Election Official,8-11-2020,WEBSTER,"7421 MAIN ST W, WEBSTER, WI 54893-8207"
418128,01502375012,CALUMET - CITY OF APPLETON - WARD 012,PRINCE OF PEACE LUTHERAN CHURCH,7:00 AM - 8:00 PM,2330 E CALUMET ST,APPLETON,54915,CALUMET,(920) 832-6447,State Election Official,8-11-2020,APPLETON,"2330 E CALUMET ST, APPLETON, WI 54915-4253"
414541,01502375013,CALUMET - CITY OF APPLETON - WARD 013,PRINCE OF PEACE LUTHERAN CHURCH,7:00 AM - 8:00 PM,2330 E CALUMET ST,APPLETON,54915,CALUMET,(920) 832-6447,State Election Official,8-11-2020,APPLETON,"2330 E CALUMET ST, APPLETON, WI 54915-4253"
413751,01502375014,CALUMET - CITY OF APPLETON - WARD 014,PRINCE OF PEACE LUTHERAN CHURCH,7:00 AM - 8:00 PM,2330 E CALUMET ST,APPLETON,54915,CALUMET,(920) 832-6447,State Election Official,8-11-2020,APPLETON,"2330 E CALUMET ST, APPLETON, WI 54915-4253"
1578871,01502375026,CALUMET - CITY OF APPLETON - WARD 026,FIRST CONGREGATIONAL UNITED CHURCH OF CHRIST,7:00 AM - 8:00 PM,724 E SOUTH RIVER STREET,APPLETON,54915,CALUMET,920-832-6447,State Election Official,8-11-2020,APPLETON,"724 E SOUTH RIVER STREET, APPLETON, WI 54915"
413330,01502375044,CALUMET - CITY OF APPLETON - WARD 044,HOPE LUTHERAN BRETHREN CHURCH,7:00 AM - 8:00 PM,415 E HOOVER AVE,APPLETON,54915,CALUMET,920-832-6447,State Election Official,8-11-2020,APPLETON,"415 E HOOVER AVE, APPLETON, WI 54915-2012"
415993,01502375045,CALUMET - CITY OF APPLETON - WARD 045,HOPE LUTHERAN BRETHREN CHURCH,7:00 AM - 8:00 PM,415 E HOOVER AVE,APPLETON,54915,CALUMET,920-832-6447,State Election Official,8-11-2020,APPLETON,"415 E HOOVER AVE, APPLETON, WI 54915-2012"
418555,01502375046,CALUMET - CITY OF APPLETON - WARD 046,HOPE LUTHERAN BRETHREN CHURCH,7:00 AM - 8:00 PM,415 E HOOVER AVE,APPLETON,54915,CALUMET,920-832-6447,State Election Official,8-11-2020,APPLETON,"415 E HOOVER AVE, APPLETON, WI 54915-2012"
417419,01509725001,CALUMET - CITY OF BRILLION - WARD 001,BRILLION CITY CENTER,7:00 AM - 8:00 PM,201 N. MAIN STREET,BRILLION,54110,CALUMET,(920)756-2250,State Election Official,8-11-2020,BRILLION,"201 N. MAIN STREET, BRILLION, WI 54110-1221"
414290,01509725002,CALUMET - CITY OF BRILLION - WARD 002,BRILLION CITY CENTER,7:00 AM - 8:00 PM,201 N. MAIN STREET,BRILLION,54110,CALUMET,(920)756-2250,State Election Official,8-11-2020,BRILLION,"201 N. MAIN STREET, BRILLION, WI 54110-1221"
